Date,SGO.PA,CS.PA,NDA-FI.HE,SU.PA,RMS.PA,SIE.DE,EL.PA,BBVA.MC,SAN.MC,BAYN.DE,NOKIA.HE,BAS.DE,MUV2.DE,ALV.DE,DG.PA,AI.PA,OR.PA,BMW.DE,BN.PA,TTE.PA,ADS.DE,VOW.DE,RACE.MI,ENI.MI,ENEL.MI,KER.PA,AIR.PA,SAP.DE,RI.PA,ASML.AS,ITX.MC,MC.PA,INGA.AS,DB1.DE,IBE.MC,DHL.DE,DTE.DE,UCG.MI,IFX.DE,BNP.PA,SAN.PA,SAF.PA,ADYEN.AS,ISP.MI,MBG.DE,ABI.BR,FLTR.L,AD.AS,PRX.AS,STLAM.MI
2004-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0
2005-01-03,0.02256320232677305,0.0,0.00803220517765534,0.013671826260461704,0.004768492400528953,0.009137807709078396,-0.0086656529687275,0.006130573174024382,0.007667474058682842,0.006415090668415383,0.003442217600597009,0.006792484182905385,0.012161542518397588,-0.0021514298923650194,0.014169936597118732,0.003676743527770927,0.010743155898324403,0.01656600618326507,0.014706094102732454,-0.0006219856721255572,0.018273698310392952,0.020989769658051455,,-0.0059715856152788155,0.0013828602033321266,0.00678880194681758,0.00794774002740688,0.0013699333346978472,0.004436569880592434,0.004233485116339502,0.009677369420205795,0.0044366527806679965,0.010782117548068414,0.008355968041139932,0.006313418891360988,0.0,0.003603667756241776,-0.15625513919418632,0.017543638082304643,0.007504611023864597,0.00850322519629557,0.007653207895112296,,-0.005649595430717452,0.01191109379080344,0.021023119238717216,0.0,,,0.010169492100378565
2005-01-04,0.016328009899303417,0.0,-0.007968202936770008,0.019267764327029056,-0.006779774576952214,-0.00556002339080952,-0.02272728779208201,-0.005331694938774289,0.0,-0.014342253296526017,0.007718760265970431,-0.00356050379853056,0.01059520929250314,0.004209778992684487,0.009980536996561241,0.0,0.007971846164559543,0.01985208758727606,0.005797308006510137,-0.0037364310253790397,-0.005127558995489691,0.02437576026813248,,0.0016383899679159432,-0.011049561556194973,0.0006740425616861232,-0.01855259819852055,-0.019607941715849023,0.002650119689761386,-0.018549902566563057,-0.019625373252690332,-0.005300109975149722,0.0,0.0033592086266682605,0.005949272821190439,-0.012159844217596383,0.007779721483141831,0.004739537038788131,-0.017241165317851078,0.007448711342609266,-0.003372847480029493,0.003797456049332102,,0.0028408473535869163,0.010370046787564494,-0.0,0.0,,,0.015100713962138952
2005-01-05,-0.017802580168011454,0.0,-0.008032114276530675,-0.0028356941206865507,-0.010921745064933016,-0.014536778073540394,-0.021466852666794763,-0.005359859380059909,-0.014130124945813385,-0.025465219687636716,-0.007659637361453105,-0.009215957161546292,-0.016212711524443257,-0.014008057045927473,-0.0039526851865952254,-0.010989287044720871,0.00087838274855132,0.00348629918520022,-0.007204814688833711,-0.009374458819036795,-0.012468734451300386,-0.0005734570008941366,,-0.007633610945685075,-0.0013963139580863045,-0.012129269151764703,-0.00850700322232175,-0.006201504639758481,0.0061674830784012626,-0.028350359484950106,-0.013966779458308114,-0.015097891322261931,-0.0075560590555211775,-0.004464379854875019,-0.010752501469810065,-0.003516990717583359,-0.00831346190408887,-0.0047171797904526575,-0.010025177371400055,-0.005545076143856292,-0.014381949823913992,-0.00945789325074154,,0.008498399405300476,-0.003606242539602808,-0.004804223996069797,-0.027649439320513437,,,0.0
2005-01-06,0.005083902430900957,0.0,0.0,0.016113856487775417,0.0013804055205451984,0.009401848016148738,-0.0054846697790922475,0.0,0.0,0.00041500109679363975,0.0,-0.0003798059442927518,0.02054527860806734,0.010058947606348448,0.013888704049441489,0.0029630309862897536,0.006145867957851653,0.0049218614190236305,0.00580551463727618,0.007570411672531874,0.004629752296623761,0.029833644039893043,,0.0032967647573473595,-0.006993379803922967,0.00477511642771101,0.02955204885145113,0.019500793887783096,-0.003502658140778614,-0.0017683614177587145,0.0,0.003606889716132819,0.01074794316333862,0.003139123172363151,0.0,0.0029410716090632776,0.0005987751562579118,0.19079621101802297,0.0025316951461040885,0.01486983258820708,-0.010300651721944661,-0.010821212964405856,,0.016853881848748236,0.0052897250801909376,0.006896548564055286,0.007108806808428708,,,0.019834628313990018
2005-01-07,-0.0015391821608615897,0.0,0.013495588541065775,0.016791204806253988,-0.008959171767262474,0.00513914324640525,-0.005514817712214891,0.010008066479891418,-0.004410329941100516,-0.002902184643830276,0.006003448473565999,0.004367734075475486,0.007643216418296224,0.0008215870644662378,0.004892219975586951,0.006647205254905857,0.00959856846909698,-0.003169284657200257,0.008658110895557005,0.0031311264448919333,-0.005865024326469681,0.0019498119715883047,,-0.0016430555294155605,0.0028170925569081635,0.010183150581918245,0.014814689856441573,0.020198803528015865,0.0035149698786386195,-0.004428847103306801,-0.009915173302899387,0.00718785363690163,-0.0008862460846478584,-0.0031292999144883066,0.0059780638827828395,0.005865128787162417,0.004189144804772085,-0.15624560462799358,0.003787750150329095,0.010988793941420374,0.003469167750247279,-0.01608743904674642,,0.005525049689003495,-0.004984752251987539,-0.010274119618508812,0.018823506878960276,,,-0.009724474177735962
2005-01-10,-0.0068285731606195854,0.055555561612680424,0.006657489347754834,-0.002752444076191044,0.019471694716042893,-0.0009587429493107687,-0.007393499003163665,0.0023038641169317647,-0.0022150695634300084,0.003326174337929323,0.015345253294623256,-0.006995405393026891,0.004273478311056106,-0.0021545450721406636,-0.00778967754014537,-0.005135980764719378,-0.004321394019960482,-0.0028902127604583726,0.002861331989149739,0.0018721931539078336,0.0002527377427184668,0.005838365858613875,,0.004936829959808922,-0.004213801430296276,-0.002015954797848073,0.016879822484139176,-0.0025498680903592833,-0.011383505736088964,0.014234997101722205,0.004291996073029851,-0.006244537544389415,0.0044350371715374355,0.006278246344726302,-0.004862304753927494,-0.005830929633910649,-0.01668652565953124,-0.0023587075364999697,0.001258007484094845,0.0018118246151380304,0.005185832344372494,0.008502408420281743,,0.0,-0.0027832183131587954,0.008650707961800938,-0.0046186088397305045,,,0.008183784535411052
2005-01-11,-0.00554441743162974,0.0,-0.007936224222630319,-0.0036798670128560577,-0.01568919019604983,-0.010395007017946153,0.00931093944354047,-0.011493975799358548,0.0011102661085590903,-0.009531348135639082,-0.021830349962382676,-0.013137947555472923,-0.021276371013267018,-0.017168750967816636,-0.000981089653649493,-0.008112091127750872,-0.009548764351330239,-0.011014272858148436,0.0014262272267786932,-0.0006231040476032005,-0.009858272317593194,-0.006910180824766931,,-0.013100146848492358,-0.001410366574059035,-0.004713708014871469,0.005832205572752526,-0.041353172562777506,-0.019835783797955683,-0.018421244813670593,0.007122520694797236,-0.012567150539552431,-0.009713531101715498,0.01203195117110476,0.0005432159524642822,-0.010557044102736895,-0.014545405517374939,-0.014184349075417482,-0.03140712392433568,-0.003616697701282659,-0.00515907822962217,-0.004539688822619712,,-0.010989179449085198,-0.009489404706909536,-0.01132075672388598,0.03480250442050839,,,-0.009741149537846518
2005-01-12,-0.0011151869695908531,-0.0526315843836799,-0.01600014775718714,-0.007386728638268678,-0.0020789169406448837,-0.007757058972223712,-0.0036898783328501504,-0.011628040271911477,-0.002217615716814712,-0.016317806841324823,-0.012875666214984186,-0.009454044487276799,-0.010869693185662272,-0.012761534830770123,0.011787696741050393,-0.016356652778271086,-0.014899174615868484,-0.007913084542117548,0.0,-0.010598343436393496,-0.013701137781229196,-0.012245908933118119,,-0.0077436569057903505,0.004237542557557779,0.0,-0.015165220629668644,-0.020784513222437347,0.0,0.015192379780803936,0.003771882965321592,-0.018181897974230244,-0.01471212402507142,-0.003962755909856907,-0.0010854744330822412,-0.016004763794027092,-0.012915318187245645,-0.009592313087453294,-0.029831431543042804,-0.014519202876299835,-0.0077786420240059774,-0.01042365274723286,,0.0,-0.014370084352363952,-0.012491642076704085,-0.003138932135170406,,,0.014754721215497674
2005-01-13,0.007144558661208993,0.0,0.009485091858764436,0.04651151616916681,-0.0006944159466235843,-0.005211686015682549,-0.0259260113705209,0.006274441992410527,0.009999767110890513,0.0034025719852981986,-0.005217314252673974,0.007596321278834479,-0.014725124658399485,0.006675362341228311,0.01456320915910282,0.0007559581129424681,-0.0017793264597903361,-0.012703187909291855,-0.0042733006569484555,0.006931815130037979,-0.00552205467430094,-0.0025359378607442465,,0.016722722267985,-0.0028132627197548017,0.013531669855631239,0.03532617440265985,0.008330047819535,-0.006380727988556176,0.011443572450775949,0.01456057385544677,0.00925914472168044,-0.00045264167712938326,-0.016357234367274535,0.01086353414759185,0.00602412251844761,0.008722897027823317,0.007263988023024952,0.009358515592677238,0.0036835069839908498,0.013937394917517451,0.007242054455297552,,-0.005555744318124077,-0.007432579223154887,-0.0010543520874521596,0.0013496245700538715,,,-0.004846243284419854
2005-01-14,0.018621198935467213,0.0,0.0,0.003555689961765112,-0.0027798951939249747,-0.0013097648188148273,0.005703536969346733,-0.003896917106974676,0.0,0.009325954182276155,0.005244677382733587,0.006379435377860575,0.0027882434921690192,0.0013681115964745015,0.0028708791334745225,0.004531547675770824,0.002673601378960205,0.012268159264837425,-0.0014307171171760694,0.008760354830379641,-0.0036438528699482774,-0.002259709450477723,,0.009320138349939213,0.019746397835830133,0.024699725826219092,0.011810881080320412,-0.0023036448965246337,0.004586978246306309,0.019147173268409364,0.009259278373570871,0.005504643284283695,-0.0018106277627060764,-0.01662938720831255,0.004835935408970515,0.011377198744512271,-0.005559046295223513,-0.009615550635776937,0.002648888040927297,0.009174163732856493,-0.007732143913143685,-0.003921904791501282,,0.0,0.008064261109119574,-0.008089742484165104,-0.004492377601937754,,,-0.019481324359664366
