Date,ADS.DE,AD.AS,AI.PA,AIR.PA,ALV.DE,ABI.BR,ASML.AS,CS.PA,BAS.DE,BAYN.DE,BBVA.MC,SAN.MC,BMW.DE,BNP.PA,BN.PA,DB1.DE,DHL.DE,DTE.DE,ENEL.MI,ENI.MI,EL.PA,FLTR.L,RMS.PA,IBE.MC,ITX.MC,IFX.DE,INGA.AS,ISP.MI,KER.PA,OR.PA,MC.PA,MBG.DE,MUV2.DE,NOKIA.HE,NDA-FI.HE,RI.PA,SAF.PA,SGO.PA,SAN.PA,SAP.DE,SU.PA,SIE.DE,STLAM.MI,TTE.PA,DG.PA,UCG.MI,VOW.DE
2004-12-31,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-03,0.01827378292359587,,0.0036765276321959564,0.007947739543872089,-0.002151523254189892,0.021023119238717216,0.004233413464214089,0.0,0.006792395004820772,0.006415157828394069,0.00613046873167176,0.007667563048089024,0.016566248671035552,0.007504611023864597,0.014705882352941176,0.008355620668019202,0.0,0.0036035915664357344,0.001383317700723978,-0.005971408457060979,-0.008665934586255976,0.0,0.004768402876017548,0.006313288830751041,0.00967724344954957,0.017543556229619152,0.010781806479727131,-0.005649907421606399,0.0067882764320149145,0.010743353239025675,0.004436751511732005,0.011911447872620556,0.012161239506804597,0.003442613023855203,0.008032204447518922,0.004436244456314364,0.007653464731737769,0.022563285808358473,0.008503574436276033,0.0013700315442708559,0.013671956349702195,0.009137533230354062,0.01016940729454026,-0.0006221227337544963,0.014170002449166094,-0.15625478702524678,0.02098954692538787
2005-01-04,-0.0051273957883918786,,0.0,-0.018552898876491305,0.004209872949692697,-0.0,-0.018549618369423173,0.0,-0.003560679756217663,-0.014342655983109937,-0.005331385418391598,0.0,0.01985196695072808,0.007448813803630788,0.005797412185845328,0.0033595687158941446,-0.012159844217596383,0.007779721483141831,-0.011050014636753105,0.0016381216872009855,-0.022727104862207314,0.0,-0.006779441444455718,0.005949419461252043,-0.019625855078647194,-0.01724108626329925,0.0,0.0028408476518283995,0.0006744585850509743,0.007971652996657133,-0.005300604273052476,0.010370133876523434,0.010595406475040732,0.00771860007721491,-0.007968202218222982,0.002650119689761386,0.0037974557283306054,0.0163284628549897,-0.003373054089168391,-0.01960806317446202,0.01926795477131001,-0.005560023017006809,0.015100799181970784,-0.0037363629643435755,0.009980240697864613,0.004739418279755579,0.024376209264220596
2005-01-05,-0.012468896454064524,,-0.010988966159446452,-0.008506513310476851,-0.014008243387708487,-0.004804223996069797,-0.028350640844103835,0.0,-0.009215782202504578,-0.0254648134299492,-0.005359961438648751,-0.014130923382475872,0.003486415170933975,-0.005545177283354359,-0.007204814688833711,-0.004464475649765054,-0.003516990717583359,-0.008313386844392015,-0.0013963141423150606,-0.007633612308008601,-0.02146656406104324,-0.027650118087782356,-0.01092159266252783,-0.010753042625219245,-0.013966447321246352,-0.01002517656496025,-0.007555690764149303,0.008498714352623523,-0.012129370532009113,0.0008786703772044733,-0.015097296112173562,-0.003606242539602808,-0.016212610803490297,-0.007659479617249779,-0.008032113546402521,0.0061674830784012626,-0.009457892454284017,-0.01780301830240935,-0.01438208681191493,-0.0062014563981426405,-0.0028355968280795803,-0.014536777090762423,0.0,-0.009375147770805769,-0.003952490438227909,-0.0047170621491790165,-0.0005736721604035139
2005-01-06,0.004629586177058041,,0.0029628132473518668,0.029552165575642015,0.01005942198034966,0.006896548564055286,-0.0017686594352717138,0.0,-0.000379449486344096,0.00041478988436271694,0.0,0.0,0.004921860850141283,0.01486983258820708,0.00580551463727618,0.00313948890005112,0.0029410716090632776,0.0005986994220090687,-0.006993248604078637,0.0032972149418354344,-0.005484767713799493,0.007109340215570117,0.001380040491276334,0.0,0.0,0.002531532428276295,0.010748195413454353,0.016853878349758017,0.004775326278377658,0.006145675897498543,0.0036063820967146137,0.0052896394609963475,0.020544875834587858,0.0,0.0,-0.003502658140778614,-0.010821297059384128,0.0050842036297929815,-0.010300651721944661,0.019500855897914723,0.01611381422540887,0.00940177876755986,0.019834214797936622,0.007570903833012384,0.013888611136515024,0.19079607026731019,0.029833754924530814
2005-01-07,-0.005864942619252717,,0.006647097027724449,0.014814804996660467,0.0008211190663809792,-0.010274043772917693,-0.004428325970827175,0.0,0.004367375924713179,-0.002902184643830276,0.010007960107067768,-0.004410061917254875,-0.0031691692760114796,0.010988894713516016,0.008658007765104305,-0.003129663356681921,0.005865128787162417,0.004189447379333643,0.0028171590840673773,-0.0016430550876497699,-0.005514717596118002,0.018823591428646733,-0.008959372878244045,0.005978138937883367,-0.009914906405716893,0.003787750457329552,-0.0008863079228067887,0.0055248443945915505,0.010182938030939257,0.009598569382412459,0.007187955229935689,-0.004984752676532323,0.007643217160979996,0.006003162891514787,0.013495220755742625,0.0035149698786386195,-0.01608743904674642,-0.0015396298514591927,0.00346923899157614,0.0201988452494704,0.016790810958751155,0.00513900731720479,-0.009724153741716271,0.0031316789883186645,0.004892466311329098,-0.15624560462799358,0.0019496028652585726
2005-01-10,0.0002529872580746971,,-0.00513576629183138,0.01687945825771799,-0.0021543585214521647,0.0086504007671875,0.014234768995091745,0.055555446527319856,-0.006995582914353416,0.0033264565399687687,0.002303967131142751,-0.0022147983565138983,-0.0028902120934993824,0.0018117247577829855,0.00286112779128153,0.0062782358497075605,-0.005830929633910649,-0.01668689727196427,-0.004213469449410935,0.004936918400580275,-0.007393797880097528,-0.0046192112829965834,0.019471830400179975,-0.004862149542310626,0.00429170757883156,0.0012580075856726985,0.004434603536123348,0.0,-0.0020160582103649393,-0.004321394427237112,-0.006244537544389415,-0.0027829617653254415,0.004273671587075263,0.015345368493875976,0.006657943238402759,-0.011383825467548642,0.008502321070061165,-0.006828276715448579,0.005185902971234305,-0.0025497577631691413,-0.002751971883626143,-0.0009585402276194955,0.008183703314508758,0.0018721238944136697,-0.007789601849364205,-0.0023585898952263287,0.005838471426801955
2005-01-11,-0.009858520109520267,,-0.00811230638618672,0.005832321657285918,-0.017168750967816636,-0.011320683328492415,-0.01842102306510331,0.0,-0.013137592360288388,-0.009531837671024047,-0.011494797549237958,0.00110990272403242,-0.011014270309076049,-0.003616598204784687,0.0014264315700269728,0.012032125384734263,-0.010557044102736895,-0.014545406631645805,-0.001410632494193316,-0.013100767472699849,0.009311041247593993,0.03480268974925118,-0.015689341405278816,0.0005428078123669977,0.007122560515639514,-0.03140704581353768,-0.009712795202273269,-0.010989280971381575,-0.004713708014871469,-0.009548575943915404,-0.012567452871925759,-0.009489403077878081,-0.021276464991870813,-0.02183031454484966,-0.007936671891734394,-0.019835574604349843,-0.004539602602017201,-0.005544192059170161,-0.005159148129619871,-0.0413533754203784,-0.0036801176503571172,-0.01039514167837396,-0.009740907441275787,-0.0006226236057783917,-0.0009812956449082796,-0.01418440636250616,-0.006910077797638994
2005-01-12,-0.013701054960155066,,-0.016356654560351173,-0.015165217108654164,-0.012761344200768467,-0.012491413459622493,0.015191999831922914,-0.052631481093761735,-0.009454314502418468,-0.016317668330087045,-0.01162710962879037,-0.002217162870246502,-0.007913433706900728,-0.01451900171116057,0.0,-0.003962903423808967,-0.016004763794027092,-0.012915319191244999,0.0042374085619737096,-0.007742934887586557,-0.003689978267263195,-0.0031386814992599944,-0.002078767394641463,-0.0010851536417437503,0.003771894342270207,-0.029831431543042804,-0.014712804516297065,0.0,0.0,-0.014899268760151132,-0.018181597360889288,-0.014370341831480919,-0.010869693185662272,-0.012875449245770547,-0.015999880490477944,0.0,-0.01042339172087024,-0.001115262483640206,-0.0077787834618213226,-0.020784289234664143,-0.007386977247258919,-0.007756922716860523,0.014754884055937023,-0.010598610795565922,0.011787897059827197,-0.009592133089635507,-0.01224570000134761
2005-01-13,-0.005522224950424107,,0.0007558474335689966,0.035326048198352444,0.006674878316898769,-0.001054040734608418,0.01144372250139359,0.0,0.007596596294724198,0.0034025000599018996,0.006273807376125728,0.010000312944740873,-0.012703189407490743,0.0036829992200719456,-0.0042733010920058805,-0.016357065380497582,0.00602412251844761,0.008722976469022415,-0.0028128641182879085,0.016722076090540928,-0.025925713057413615,0.0013493725044125245,-0.0006942340505140556,0.010863579025698577,0.0145607760998423,0.009358343955527442,-0.00045245222087481046,-0.0055555395877233465,0.013531669855631239,-0.0017793264597903361,0.009259040771608907,-0.007432843636588711,-0.01472532303268256,-0.00521754601450871,0.009485091858764436,-0.006380948662377579,0.0072417887692177154,0.007144482352533815,0.01393732436314591,0.008329841504096939,0.04651176035555497,-0.005211685656453479,-0.004846646272583134,0.006931326482666341,0.014563085767347392,0.007263925881131982,-0.0025361488463431178
